t_s,hb
15.971666,-0.012852
15.983334,0.011275
15.995,-0.003855
16.006666,0.006482
16.018333,-0.215632
16.030001,0.106846
16.041666,-0.077019
16.053333,0.055786
16.065001,-0.031999
16.076666,0.007832
16.088333,0.060715
16.1,-0.000322
16.111666,-0.000809
16.123333,-0.001046
16.135,0.010232
16.146666,-0.02151
16.158333,0.066427
16.17,-0.011631
16.181667,0.008072
16.193333,-0.008203
16.205,0.013427
16.216667,-0.02018
16.228333,0.049632
16.24,-0.006469
16.251667,0.004161
16.263332,-0.004657
16.275,0.01061
16.286667,-0.018009
16.298332,0.053363
16.309999,-0.000267
16.321667,-0.00241
16.333334,0.001146
16.344999,0.00476
16.356667,-0.011096
16.368334,0.035027
16.379999,-0.00247
16.391666,0.000657
16.403334,-0.001093
16.414999,0.003827
16.426666,-0.006649
16.438334,0.018407
16.449999,4.3e-05
16.461666,-0.000201
16.473333,-0.000694
16.485001,0.005696
16.496666,-0.011576
16.508333,0.038553
16.52,0.002103
16.531666,-0.004278
16.543333,0.003729
16.555,-0.003207
16.566666,0.005423
16.578333,-0.024068
16.59,-0.007939
16.601667,0.010887
16.613333,-0.011263
16.625,0.009666
16.636667,-0.008244
16.648333,0.005046
16.66,-0.008078
16.671667,0.006504
16.683332,-0.005163
16.695,0.000592
16.706667,0.005716
16.718332,-0.043566
16.73,-0.027368
16.741667,0.028589
16.753334,-0.024628
16.764999,0.0121
16.776667,0.000504
16.788334,-0.058135
16.799999,-0.068418
16.811666,0.063553
16.823334,-0.053307
16.834999,0.032682
16.846666,-0.018734
16.858334,-0.044109
16.869999,-0.206407
16.881666,0.160044
16.893333,-0.123109
16.905001,0.079824
16.916666,-0.039053
16.928333,-0.065756
16.940001,-0.014237
16.951666,0.012755
16.963333,-0.007217
16.975,-0.008522
16.986666,0.027181
16.998333,-0.105099
17.01,0.012889
17.021666,-0.008393
17.033333,0.008129
17.045,-0.01727
17.056667,0.027599
17.068333,-0.084913
17.08,-0.012049
17.091667,0.014192
17.103333,-0.010116
17.115,-0.002573
17.126667,0.016052
17.138332,-0.067802
17.15,-0.016965
17.161667,0.017311
17.173332,-0.012863
17.184999,0.000973
17.196667,0.00847
17.208334,-0.054123
17.219999,-0.109207
17.231667,0.096818
17.243334,-0.07494
17.254999,0.040454
17.266666,-0.006093
17.278334,-0.09223
17.289999,0.000938
17.301666,0.001075
17.313334,0.00069
17.324999,-0.01298
17.336666,0.028514
17.348333,-0.099415
17.360001,0.025321
17.371666,-0.017604
17.383333,0.015314
17.395,-0.018337
17.406666,0.024679
17.418333,-0.056172
17.43,0.007636
17.441666,-0.004088
17.453333,0.003538
17.465,-0.010036
17.476665,0.017962
17.488333,-0.060488
17.5,-0.002265
17.511667,0.006184
17.523333,-0.00465
17.535,-0.001274
17.546667,0.009041
17.558332,-0.037629
17.57,-0.005743
17.581667,0.00718
17.593332,-0.00573
17.605,-0.000938
17.616667,0.008763
17.628334,-0.042195
17.639999,-0.00904
17.651667,0.010466
17.663334,-0.008316
17.674999,0.002367
17.686666,0.004284
17.698334,-0.02811
17.709999,-0.003525
17.721666,0.00492
17.733334,-0.003473
17.744999,3e-05
17.756666,0.004318
17.768333,-0.017351
17.780001,0.000168
17.791666,0.000102
17.803333,-0.000566
17.815001,-0.002403
17.826666,0.005191
17.838333,-0.023343
17.85,-0.002923
17.861666,0.004944
17.873333,-0.004083
17.885,-0.000455
17.896666,0.008001
17.908333,-0.041505
17.92,-0.014322
17.931667,0.016152
17.943333,-0.014107
17.955,0.006943
17.966667,0.000258
17.978333,-0.027172
17.99,-0.00683
18.001667,0.007485
18.013332,-0.005541
18.025,0.000827
18.036667,0.004526
18.048332,-0.018541
18.059999,0.004622
18.071667,-0.00311
18.083334,0.002652
18.094999,-3.1e-05
18.106667,-0.004888
18.118334,0.033866
18.129999,0.020206
18.141666,-0.021622
18.153334,0.019043
18.164999,-0.009739
18.176666,-0.000355
18.188334,0.041505
18.199999,0.026779
18.211666,-0.027713
18.223333,0.023288
18.235001,-0.011315
18.246666,-0.002097
18.258333,0.061493
18.27,0.032956
18.281666,-0.032506
18.293333,0.02726
18.305,-0.012731
18.316666,-0.003629
18.328333,0.080968
18.34,0.019429
18.351665,-0.020553
18.363333,0.016945
18.375,-0.001896
18.386667,-0.015896
18.398333,0.081117
18.41,-0.003947
18.421667,-0.002526
18.433332,0.003746
18.445,0.004525
18.456667,-0.013464
18.468332,0.082356
18.48,0.073014
18.491667,-0.060759
18.503334,0.05543
18.514999,-0.039256
18.526667,0.040696
18.538334,-0.203039
18.549999,0.073782
18.561666,-0.04807
18.573334,0.033984
18.584999,-0.013684
18.596666,-0.002605
18.608334,0.096694
18.619999,0.030591
18.631666,-0.027545
18.643333,0.021916
18.655001,-0.005596
18.666666,-0.010647
18.678333,0.078907
18.690001,0.016635
18.701666,-0.019602
18.713333,0.014863
18.725,-0.001909
18.736666,-0.014101
18.748333,0.064943
18.76,-0.003081
18.771666,0.001631
18.783333,-0.002911
18.795,0.011947
18.806667,-0.021963
18.818333,0.075105
18.83,0.003162
18.841667,-0.006033
18.853333,0.004235
18.865,0.003636
18.876667,-0.011903
18.888332,0.043584
18.9,0.003921
18.911667,-0.005454
18.923332,0.003259
18.934999,0.003899
18.946667,-0.01144
18.958334,0.042095
18.969999,0.007553
18.981667,-0.008741
18.993334,0.006362
19.004999,-0.001632
19.016666,-0.002396
19.028334,0.011508
19.039999,-0.001317
19.051666,0.002178
19.063334,-0.003204
19.074999,0.007454
19.086666,-0.013332
19.098333,0.047961
19.110001,0.013699
19.121666,-0.013267
19.133333,0.012758
19.145,0.000839
19.156666,-0.012823
19.168333,0.089638
19.18,0.009061
19.191666,-0.014135
19.203333,0.012235
19.215,-0.002881
19.226665,-0.010754
19.238333,0.064385
19.25,0.004363
19.261667,-0.007936
19.273333,0.008793
19.285,-0.001202
19.296667,-0.007013
19.308332,0.047214
19.32,0.010061
19.331667,-0.013178
19.343332,0.010851
19.355,-0.00384
19.366667,-0.00577
19.378332,0.043115
19.389999,0.013309
19.401667,-0.014888
19.413334,0.013496
19.424999,-0.005239
19.436666,-0.002372
19.448334,0.040054
19.459999,0.039928
19.471666,-0.039668
19.483334,0.032443
19.494999,-0.019165
19.506666,0.007805
19.518333,0.021865
19.530001,0.05931
19.541666,-0.056914
19.553333,0.043071
19.565001,-0.01929
19.576666,0.00221
19.588333,0.223947
19.6,-0.105679
19.611666,0.077742
19.623333,-0.056554
19.635,0.047248
19.646666,-0.047466
19.658333,0.087027
19.67,-0.033301
19.681667,0.019073
19.693333,-0.009565
19.705,0.007164
19.716667,-0.009236
19.728333,0.039037
19.74,0.008949
19.751667,-0.014116
19.763332,0.016659
19.775,-0.011795
19.786667,0.005932
19.798332,0.030551
19.809999,0.027022
19.821667,-0.029998
19.833334,0.02761
19.844999,-0.020397
19.856667,0.012331
19.868334,0.016742
19.879999,0.035552
19.891666,-0.034913
19.903334,0.031135
19.914999,-0.022694
19.926666,0.015964
19.938334,0.00431
19.949999,0.060731
19.961666,-0.059994
19.973333,0.047014
19.985001,-0.032746
19.996666,0.02202
20.008333,-0.028358
20.02,-0.210899
20.031666,0.158262
20.043333,-0.117278
20.055,0.086328
20.066666,-0.068247
20.078333,0.064589
20.09,-0.0385
20.101665,0.022808
20.113333,-0.011429
20.125,0.004034
20.136667,0.0008
20.148333,0.002288
20.16,0.012347
20.171667,-0.017096
20.183332,0.019668
20.195,-0.020968
20.206667,0.020742
20.218332,-0.015826
20.23,0.023018
20.241667,-0.023109
20.253332,0.023183
20.264999,-0.021339
20.276667,0.02034
20.288334,-0.015943
20.299999,0.019508
20.311666,-0.019816
20.323334,0.01946
20.334999,-0.019442
20.346666,0.019599
20.358334,-0.021716
20.369999,0.01782
20.381666,-0.015837
20.393333,0.015616
20.405001,-0.012624
20.416666,0.010166
20.428333,0.006935
20.440001,0.02259
20.451666,-0.024437
20.463333,0.021947
20.475,-0.019231
20.486666,0.014026
20.498333,0.008205
20.51,0.174845
20.521666,-0.156292
20.533333,0.124749
20.545,-0.083544
20.556667,0.057285
20.568333,-0.051764
20.58,0.020315
20.591667,-0.009927
20.603333,0.003069
20.615,-0.00531
20.626667,0.01223
20.638332,-0.076316
20.65,-0.031613
20.661667,0.035787
20.673332,-0.034556
20.684999,0.021445
20.696667,-0.008
20.708334,-0.068087
20.719999,-0.061743
20.731667,0.060414
20.743334,-0.053913
20.754999,0.034295
20.766666,-0.016345
20.778334,-0.085197
20.789999,-0.056028
20.801666,0.053302
20.813334,-0.046792
20.824999,0.028182
20.836666,-0.007663
20.848333,-0.080448
20.860001,-0.023027
20.871666,0.027055
20.883333,-0.024532
20.895,0.010243
20.906666,0.008148
20.918333,-0.090757
20.93,-0.008515
20.941666,0.013696
20.953333,-0.015211
20.965,0.005464
20.976665,0.004411
20.988333,-0.080401
21,-0.05805
21.011667,0.054997
21.023333,-0.047823
21.035,0.029385
21.046667,-0.011706
21.058332,-0.061372
21.07,-0.052478
21.081667,0.051798
21.093332,-0.043835
21.105,0.025478
21.116667,-0.004365
21.128332,-0.086673
21.139999,-0.027707
21.151667,0.028359
21.163334,-0.024894
21.174999,0.011473
21.186666,0.001555
21.198334,-0.053193
21.209999,-0.030991
21.221666,0.031683
21.233334,-0.026734
21.244999,0.013734
21.256666,-0.001667
21.268333,-0.06142
21.279999,-0.094034
21.291666,0.082263
21.303333,-0.066197
21.315001,0.040272
21.326666,-0.01666
21.338333,-0.055611
21.35,-0.025785
21.361666,0.024638
21.373333,-0.018909
21.385,0.00314
21.396666,0.016119
21.408333,-0.093901
21.42,0.011515
21.431667,-0.006109
21.443333,0.004894
21.455,-0.012889
21.466667,0.024834
21.478333,-0.091614
21.49,0.0002
21.501667,0.005529
21.513332,-0.006032
21.525,-0.003306
21.536667,0.014014
21.548332,-0.067191
21.559999,-0.016907
21.571667,0.019776
21.583334,-0.017896
21.594999,0.007023
21.606667,0.003372
21.618334,-0.058339
21.629999,-0.049784
21.641666,0.0482
21.653334,-0.038605
21.664999,0.021812
21.676666,-0.004748
21.688334,-0.043168
21.699999,-0.023263
21.711666,0.022026
21.723333,-0.017647
21.735001,0.004466
21.746666,0.008596
21.758333,-0.082709
21.77,-0.032823
21.781666,0.031474
21.793333,-0.024649
21.805,0.011995
21.816666,0.00149
21.828333,-0.047211
21.84,-0.010263
21.851665,0.011741
21.863333,-0.009404
21.875,-0.001111
21.886667,0.013978
21.898333,-0.070043
21.91,0.006257
21.921667,-0.001592
21.933332,0.001702
21.945,-0.00595
21.956667,0.009912
21.968332,-0.021144
21.98,0.010154
21.991667,-0.008748
22.003332,0.006805
22.014999,-0.002032
22.026667,-0.00709
22.038334,0.058834
22.049999,0.04197
22.061666,-0.040846
22.073334,0.03406
22.084999,-0.013382
22.096666,-0.0071
22.108334,0.101761
22.119999,0.002412
22.131666,-0.007169
22.143333,0.009757
22.154999,-0.001852
22.166666,-0.005776
22.178333,0.07035
22.190001,0.106418
22.201666,-0.093238
22.213333,0.076009
22.225,-0.047477
22.236666,0.019086
22.248333,0.068538
22.26,0.029436
22.271666,-0.029831
22.283333,0.025602
22.295,-0.008704
22.306667,-0.00824
22.318333,0.093474
22.33,0.012284
22.341667,-0.015495
22.353333,0.01307
22.365,-0.004338
22.376667,-0.005077
22.388332,0.046002
22.4,0.019378
22.411667,-0.020653
22.423332,0.01507
22.434999,-0.008687
22.446667,0.005085
22.458334,-0.018483
22.469999,-0.025247
22.481667,0.024438
22.493334,-0.023567
22.504999,0.005885
22.516666,0.012282
22.528334,-0.107736
22.539999,0.024319
22.551666,-0.011731
22.563334,0.005411
22.574999,-0.000368
22.586666,-0.00529
22.598333,0.038309
22.610001,0.050434
22.621666,-0.050324
22.633333,0.039414
22.645,-0.020983
22.656666,0.000788
22.668333,0.047336
22.68,0.012513
22.691666,-0.009942
22.703333,0.005682
22.715,0.004802
22.726665,-0.01028
22.738333,0.040155
22.75,0.215878
22.761667,-0.165694
22.773333,0.127262
22.785,-0.074178
22.796667,0.025727
22.808332,0.106239
22.82,-0.039797
22.831667,0.032221
22.843332,-0.028778
22.855,0.033384
22.866667,-0.040118
22.878332,0.07563
22.889999,-0.031232
22.901667,0.026575
22.913334,-0.022281
22.924999,0.025372
22.936666,-0.028224
22.948334,0.055661
22.959999,-0.016641
22.971666,0.012532
22.983334,-0.01259
22.994999,0.015502
23.006666,-0.021491
23.018333,0.045125
23.029999,-0.013339
23.041666,0.010421
23.053333,-0.008808
23.065001,0.010335
23.076666,-0.010592
23.088333,0.017112
23.1,-0.006763
23.111666,0.005099
23.123333,-0.005834
23.135,0.007927
23.146666,-0.012962
23.158333,0.037328
23.17,0.004329
23.181665,-0.006365
23.193333,0.005434
23.205,0.001117
23.216667,-0.008709
23.228333,0.040669
23.24,0.006295
23.251667,-0.007969
23.263332,0.006873
23.275,-0.001317
23.286667,-0.004088
23.298332,0.024535
23.309999,0.004141
23.321667,-0.004988
23.333334,0.003515
23.344999,0.000904
23.356667,-0.006211
23.368334,0.029109
23.379999,0.0069
23.391666,-0.008344
23.403334,0.006835
23.414999,-0.001957
23.426666,-0.003371
23.438334,0.024469
23.449999,0.008562
23.461666,-0.010292
23.473333,0.007255
23.485001,-0.000814
23.496666,-0.008956
23.508333,0.050007
23.52,0.007775
23.531666,-0.010153
23.543333,0.009149
23.555,-0.00189
23.566666,-0.006307
23.578333,0.04108
23.59,0.016671
23.601665,-0.017769
23.613333,0.015647
23.625,-0.00671
23.636667,-0.002606
23.648333,0.038933
23.66,0.018997
23.671667,-0.018899
23.683332,0.016302
23.695,-0.009387
23.706667,0.003082
23.718332,0.009434
23.73,0.003352
23.741667,-0.002412
23.753332,0.001
23.764999,0.002864
23.776667,-0.007718
23.788334,0.040932
23.799999,0.02045
23.811666,-0.022383
23.823334,0.01794
23.834999,-0.007431
23.846666,-0.004527
23.858334,0.050432
23.869999,0.022124
23.881666,-0.022905
23.893333,0.018509
23.904999,-0.006249
23.916666,-0.0067
23.928333,0.067877
23.940001,0.008767
23.951666,-0.010802
23.963333,0.009891
23.975,-0.004793
23.986666,0.005338
23.998333,-0.017949
24.01,-0.013228
24.021666,0.014043
24.033333,-0.01385
24.045,0.006651
24.056665,-0.000642
24.068333,-0.025092
24.08,-0.004486
24.091667,0.005235
24.103333,-0.005834
24.115,0.003262
24.126667,-0.003732
24.138332,0.004924
24.15,-0.00011
24.161667,0.000107
24.173332,0.000225
24.184999,0.000677
24.196667,-0.000547
24.208334,-0.000343
24.219999,-0.004378
24.231667,0.004525
24.243334,-0.004282
24.254999,0.002552
24.266666,0.000228
24.278334,-0.01608
24.289999,-0.009472
24.301666,0.010368
24.313334,-0.008957
24.324999,0.004106
24.336666,0.001254
24.348333,-0.021649
24.360001,-0.001107
24.371666,0.00295
24.383333,-0.002935
24.395,0.001635
24.406666,-0.000387
24.418333,-0.002931
24.43,-0.001163
24.441666,0.001268
24.453333,-0.00095
24.465,0.000858
24.476665,-0.00084
24.488333,-0.002303
24.5,-0.0034
24.511667,0.003541
24.523333,-0.003365
24.535,0.001354
24.546667,0.001554
24.558332,-0.014547
24.57,-0.005328
24.581667,0.006297
24.593332,-0.005446
24.605,0.003473
24.616667,-0.001063
24.628332,-0.003775
24.639999,-0.000451
24.651667,0.000972
24.663334,-7.2e-05
24.674999,0.000828
24.686666,-0.001332
24.698334,0.009669
24.709999,0.004351
24.721666,-0.004864
24.733334,0.004018
24.744999,-0.000748
24.756666,-0.003101
24.768333,0.020749
24.779999,0.007415
24.791666,-0.008229
24.803333,0.006546
24.815001,-0.002997
24.826666,0.001232
24.838333,0.001035
